metric_id,target_id,priority_core,metric,paper_value_or_target,project_result,error_or_status,unit,evidence_artifact,evidence_type,verification_status,boundary
M0121,4.4,true,论文目标/关键物理量,"L1 quasi-halo -x unstable manifold; JC=3.1389; snapshots=7.79,9.75,11.39,13.02 day",corrected L1 quasi-halo -x fixed-time full-torus unstable-manifold snapshots at four paper times; accepted 4/4; K=4/M=121/N=9; configuration reach surface_x_min=0.6487355877115168; local STM max relative error=5.100844606364952e-05; max J drift (combined_history_snapshot_jacobi_drift_max)=1.77635683940025e-15; max independent error (batched_vs_independent_max_abs_error)=1.255565096336397e-12; original replacement status: numerical_fixed_time_manifold_and_configuration_reach_pass_projection_holdout_failed_boundary,boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0122,4.4,true,动力学/校正残差,原论文未报告（本项目验证指标）,worst source residual: 9.322175255756186e-10; accepted rows: 4; DG dependency: corrected L1 DG eigenvectors and manifold validation row,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0123,4.4,true,Jacobi 一致性,原论文未报告（本项目验证指标）,1.77635683940025e-15,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0124,4.4,true,周期/相位闭合,原论文未报告（本项目验证指标）,manifold growth ratio: 0.8754445164178961..0.9952591221920488; manifold dependency: data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0125,4.4,true,稳定性指标误差,见原文目标或原论文未报告,See Chapter 4 DG source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0126,4.4,true,逐图源层最佳指标,"L1 quasi-halo -x unstable manifold; JC=3.1389; snapshots=7.79,9.75,11.39,13.02 day",accepted 4/4; K=4/M=121/N=9; configuration reach surface_x_min=0.6487355877115168; local STM max relative error=5.100844606364952e-05; max J drift (combined_history_snapshot_jacobi_drift_max)=1.77635683940025e-15; max independent error (batched_vs_independent_max_abs_error)=1.255565096336397e-12,numerical_fixed_time_manifold_and_configuration_reach_pass_projection_holdout_failed_boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0127,4.4,true,数据源范围/snapshot_time_error_days,原论文未报告（当前数据源内部范围）,snapshot_time_error_days: -1.7763568394e-15..0,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv,direct CSV range,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0128,4.4,true,数据源范围/source_curve_residual,原论文未报告（当前数据源内部范围）,source_curve_residual: 9.32217525576e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv,direct CSV range,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0129,4.5,true,论文目标/关键物理量,"L1 quasi-vertical +x unstable manifold; JC=3.1389; snapshots=8.05,10.08,11.77,13.46 day",corrected L1 quasi-vertical +x fixed-time full-torus unstable-manifold snapshots at four paper times; accepted 4/4; K=4/M=121/N=33; configuration reach snapshot_x_max=1.199106430638798; local STM max relative error=7.876968764786163e-05; max J drift (jacobi_drift_max)=6.440092903403638e-11; max independent error (batched_vs_independent_state_max_abs_error)=3.481489402323845e-12; original replacement status: numerical_fixed_time_manifold_and_configuration_reach_pass_projection_holdout_failed_boundary,boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0130,4.5,true,动力学/校正残差,原论文未报告（本项目验证指标）,worst source residual: 4.982185846358393e-10; accepted rows: 4; DG dependency: corrected L1 DG eigenvectors and manifold validation row,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0131,4.5,true,Jacobi 一致性,原论文未报告（本项目验证指标）,6.440092903403638e-11,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0132,4.5,true,周期/相位闭合,原论文未报告（本项目验证指标）,manifold growth ratio: 0.9717804282196859..1.094344709597075; manifold dependency: data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0133,4.5,true,稳定性指标误差,见原文目标或原论文未报告,See Chapter 4 DG source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0134,4.5,true,逐图源层最佳指标,"L1 quasi-vertical +x unstable manifold; JC=3.1389; snapshots=8.05,10.08,11.77,13.46 day",accepted 4/4; K=4/M=121/N=33; configuration reach snapshot_x_max=1.199106430638798; local STM max relative error=7.876968764786163e-05; max J drift (jacobi_drift_max)=6.440092903403638e-11; max independent error (batched_vs_independent_state_max_abs_error)=3.481489402323845e-12,numerical_fixed_time_manifold_and_configuration_reach_pass_projection_holdout_failed_boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0135,4.5,true,数据源范围/snapshot_time_error_days,原论文未报告（当前数据源内部范围）,snapshot_time_error_days: 0,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv,direct CSV range,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0136,4.5,true,数据源范围/source_curve_residual,原论文未报告（当前数据源内部范围）,source_curve_residual: 4.98218584636e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv,direct CSV range,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0137,4.6,true,论文目标/关键物理量,"L1 quasi-vertical -x unstable manifold; JC=3.1389; snapshots=8.05,10.08,11.77,13.46 day",corrected L1 quasi-vertical -x fixed-time full-torus unstable-manifold snapshots at four paper times; accepted 4/4; K=4/M=121/N=33; configuration reach snapshot_x_min=0.1978121671630532; local STM max relative error=7.874966734688904e-05; max J drift (jacobi_drift_max)=4.884981308350689e-15; max independent error (batched_vs_independent_state_max_abs_error)=3.945510584912881e-11; original replacement status: numerical_fixed_time_manifold_and_configuration_reach_pass_projection_holdout_failed_boundary,boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0138,4.6,true,动力学/校正残差,原论文未报告（本项目验证指标）,worst source residual: 4.982185846358393e-10; accepted rows: 4; DG dependency: corrected L1 DG eigenvectors and manifold validation row,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0139,4.6,true,Jacobi 一致性,原论文未报告（本项目验证指标）,4.884981308350689e-15,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0140,4.6,true,周期/相位闭合,原论文未报告（本项目验证指标）,manifold growth ratio: 0.8614776653747258..0.9885300536877248; manifold dependency: data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0141,4.6,true,稳定性指标误差,见原文目标或原论文未报告,See Chapter 4 DG source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0142,4.6,true,逐图源层最佳指标,"L1 quasi-vertical -x unstable manifold; JC=3.1389; snapshots=8.05,10.08,11.77,13.46 day",accepted 4/4; K=4/M=121/N=33; configuration reach snapshot_x_min=0.1978121671630532; local STM max relative error=7.874966734688904e-05; max J drift (jacobi_drift_max)=4.884981308350689e-15; max independent error (batched_vs_independent_state_max_abs_error)=3.945510584912881e-11,numerical_fixed_time_manifold_and_configuration_reach_pass_projection_holdout_failed_boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv;data/computed/chapter4_fig45_fig48_vertical_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv,authoritative validation/per-figure audit,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0143,4.6,true,数据源范围/snapshot_time_error_days,原论文未报告（当前数据源内部范围）,snapshot_time_error_days: 0,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv,direct CSV range,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0144,4.6,true,数据源范围/source_curve_residual,原论文未报告（当前数据源内部范围）,source_curve_residual: 4.98218584636e-10,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_fig45_fig48_vertical_manifold_audit.csv,direct CSV range,boundary,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made."
M0145,4.7,true,论文目标/关键物理量,L1 quasi-halo unstable manifold compared with associated periodic halo manifold,corrected quasi-halo manifold with periodic-halo comparison; quasi-halo earthward_minus_x_unstable; duration 13.02 days; growth ratio 0.8667050797832782; Jacobi drift 1.332267629550188e-15; original replacement status: internal_dynamics_pass_projection_geometry_mismatch_boundary,boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
